1,2,3,4,5,6,7,8,label
20260.380859375,3256.49267578125,-187500.015625,-50472.36328125,-23074.287109375,-46782.73828125,-51421.52734375, -58139.32421875,1
17349.513671875,804.1263427734375,-187500.015625,-50440.15234375,-23666.787109375,-47184.7109375,-52995.25, -61731.40625,1
15861.37890625,-257.6708984375,-187500.015625,-50203.78515625,-23176.27734375,-46729.98828125,-52932.0390625, -63431.2109375,1
17830.1875,1519.046875,-187500.015625,-50078.703125,-22266.3828125,-46022.1953125,-51320.85546875, -60919.14453125,1
20665.283203125,3759.093994140625,-187500.015625,-50252.66796875,-22161.576171875,-46051.12109375,-50355.84375, -57598.3203125,1
20470.689453125,3375.180419921875,-187500.015625,-50475.4453125,-23030.298828125,-46766.44140625,-51394.52734375, -58047.81640625,1
17581.32421875,936.8510131835938,-187500.015625,-50439.796875,-23655.052734375,-47183.7265625,-52987.8046875, -61635.71875,1
16076.58203125,-140.65953063964844,-187500.015625,-50208.2109375,-23170.19921875,-46739.93359375,-52931.2109375, -63368.26953125,1
18028.537109375,1624.70361328125,-187500.015625,-50085.09765625,-22271.5234375,-46044.83984375,-51335.51953125, -60876.31640625,1
20887.99609375,3888.331787109375,-187500.015625,-50254.54296875,-22167.029296875,-46058.40625,-50371.9140625, -57522.05859375,1
20714.03125,3518.857421875,-187500.015625,-50471.3359375,-23031.6171875,-46771.26953125,-51403.22265625, -57951.4140625,1
17821.6484375,1074.917724609375,-187500.015625,-50437.31640625,-23644.703125,-47192.22265625,-52992.9921875, -61541.70703125,1
16256.1103515625,-54.918235778808594,-187500.015625,-50198.93359375,-23170.400390625,-46746.3046875,-52959.796875, -63335.03125,1
18153.505859375,1662.9697265625,-187500.015625,-50077.40625,-22269.958984375,-46043.0078125,-51375.26171875, -60896.74609375,1
20997.810546875,3919.78076171875,-187500.015625,-50233.890625,-22146.509765625,-46033.88671875,-50392.8125, -57537.99609375,1
20876.6640625,3596.194580078125,-187500.015625,-50471.9609375,-23006.046875,-46745.90234375,-51387.1953125, -57876.51171875,1
17974.982421875,1137.7708740234375,-187500.015625,-50456.73828125,-23646.603515625,-47196.7578125,-52997.05859375, -61458.265625,1
16338.4765625,-55.09704971313477,-187500.015625,-50217.0625,-23185.375,-46765.83984375,-53001.93359375, -63325.30859375,1
18167.833984375,1611.8736572265625,-187500.015625,-50089.05078125,-22278.341796875,-46056.015625,-51426.3125, -60946.078125,1
21051.119140625,3909.342529296875,-187500.015625,-50252.51171875,-22136.85546875,-46029.10546875,-50395.18359375, -57520.1796875,1
20983.951171875,3632.560791015625,-187500.015625,-50483.96484375,-22993.865234375,-46738.19140625,-51365.44921875, -57793.33984375,1
18088.216796875,1183.5025634765625,-187500.015625,-50459.6875,-23639.5625,-47194.45703125,-52981.16796875, -61359.7421875,1
16375.06640625,-70.16212463378906,-187500.015625,-50216.1875,-23200.10546875,-46779.31640625,-53020.52734375, -63297.76953125,1
18169.64453125,1570.72412109375,-187500.015625,-50075.484375,-22280.21875,-46055.63671875,-51444.84375, -60953.65234375,1
21030.0625,3854.80419921875,-187500.015625,-50234.18359375,-22140.275390625,-46022.66796875,-50425.87109375, -57540.36328125,1
20973.1328125,3598.787353515625,-187500.015625,-50467.71484375,-22987.47265625,-46723.03515625,-51392.58203125, -57774.765625,1
18094.4296875,1173.980712890625,-187500.015625,-50466.4375,-23656.4609375,-47195.171875,-52990.3515625, -61298.5625,1
16372.65234375,-77.7170181274414,-187500.015625,-50216.92578125,-23223.26171875,-46778.984375,-53024.28515625, -63244.28515625,1
18115.216796875,1526.55712890625,-187500.015625,-50076.19921875,-22311.98046875,-46055.90234375,-51472.84765625, -60951.88671875,1
20971.994140625,3816.00146484375,-187500.015625,-50224.703125,-22138.7109375,-46006.4609375,-50423.7265625, -57520.671875,1
20968.349609375,3604.352783203125,-187500.015625,-50463.0859375,-22970.642578125,-46700.03515625,-51343.5, -57680.375,1
18079.833984375,1164.9952392578125,-187500.015625,-50450.1015625,-23640.5234375,-47183.90625,-52972.16015625, -61216.66796875,1
16307.4306640625,-136.03271484375,-187500.015625,-50224.9296875,-23225.474609375,-46788.81640625,-53054.03515625, -63222.6484375,1
17997.958984375,1424.141357421875,-187500.015625,-50091.1328125,-22325.97265625,-46080.109375,-51534.26953125, -60994.15625,1
20876.88671875,3740.1396484375,-187500.015625,-50234.40625,-22143.404296875,-46011.04296875,-50463.66796875, -57532.31640625,1
20911.93359375,3567.76318359375,-187500.015625,-50464.7421875,-22971.916015625,-46702.33984375,-51373.00390625, -57647.78515625,1
18059.76171875,1165.7105712890625,-187500.015625,-50455.7109375,-23640.03125,-47183.5703125,-52988.87890625, -61144.44921875,1
16275.400390625,-143.22998046875,-187500.015625,-50223.96875,-23239.0859375,-46795.8125,-53086.51171875, -63173.203125,1
17935.15234375,1393.4300537109375,-187500.015625,-50079.328125,-22336.052734375,-46075.9765625,-51572.71484375, -60983.16015625,1
20831.3125,3726.907470703125,-187500.015625,-50221.80078125,-22123.17578125,-45989.140625,-50482.84375, -57492.80078125,1
