1,2,3,4,5,6,7,8,label
27100.060546875,-12943.7607421875,-26551.7265625,-34921.2265625,-16566.041015625,-38587.1796875,-52242.75390625, -49080.16015625,0
28683.099609375,-12465.2099609375,-23408.400390625,-34781.03515625,-15688.935546875,-38271.75390625,-49912.921875, -47396.09375,0
29349.13671875,-12763.896484375,-21788.97265625,-35109.60546875,-16102.7783203125,-38620.10546875,-48896.98828125, -47574.0546875,0
28121.19921875,-13434.560546875,-23996.85546875,-35447.609375,-17219.359375,-39136.7421875,-50616.21875, -49351.15234375,0
26691.849609375,-13612.5478515625,-26916.439453125,-35409.58984375,-17537.291015625,-39164.859375,-52663.14453125, -50294.8671875,0
27047.80078125,-13016.046875,-26596.810546875,-34975.5390625,-16612.3984375,-38632.1953125,-52262.4921875, -49124.91015625,0
28692.845703125,-12438.5888671875,-23463.453125,-34737.78515625,-15666.650390625,-38244.52734375,-49939.765625, -47399.01953125,0
29379.6015625,-12719.05859375,-21778.623046875,-35075.8984375,-16044.1044921875,-38577.30078125,-48876.40234375, -47523.7421875,0
28127.0546875,-13455.9287109375,-23933.8671875,-35479.88671875,-17224.9921875,-39148.9921875,-50550.7265625, -49322.3203125,0
26703.091796875,-13621.48828125,-26891.025390625,-35404.71484375,-17553.919921875,-39177.734375,-52637.6640625, -50315.09375,0
27038.927734375,-13015.912109375,-26618.333984375,-34972.65625,-16625.0703125,-38634.1875,-52283.81640625, -49158.55078125,0
28656.58984375,-12457.119140625,-23520.44921875,-34742.8359375,-15688.376953125,-38253.625,-49987.30859375, -47434.53515625,0
29393.7734375,-12694.7177734375,-21777.21484375,-35061.81640625,-16024.0322265625,-38566.34765625,-48881.90234375, -47514.30859375,0
28138.677734375,-13452.375,-23885.38671875,-35489.4296875,-17217.212890625,-39146.77734375,-50520.328125, -49303.87890625,0
26689.123046875,-13623.6787109375,-26885.37109375,-35402.03515625,-17560.9609375,-39166.42578125,-52635.87890625, -50311.31640625,0
27009.490234375,-13008.5810546875,-26662.79296875,-34960.18359375,-16628.8046875,-38620.015625,-52320.62890625, -49164.875,0
28615.10546875,-12458.884765625,-23558.873046875,-34748.22265625,-15692.9140625,-38246.8984375,-50014.95703125, -47428.58984375,0
29352.9375,-12728.4462890625,-21782.021484375,-35084.5703125,-16032.392578125,-38578.640625,-48875.9765625, -47498.77734375,0
28158.68359375,-13434.11328125,-23835.498046875,-35460.015625,-17182.92578125,-39127.30859375,-50477.50390625, -49261.8359375,0
26714.42578125,-13612.4130859375,-26826.8984375,-35401.18359375,-17548.154296875,-39163.40625,-52586.703125, -50289.01171875,0
26974.734375,-13047.25,-26689.63671875,-34991.9921875,-16670.580078125,-38651.328125,-52330.62109375, -49205.375,0
28515.998046875,-12531.3935546875,-23655.431640625,-34800.4140625,-15726.798828125,-38283.59765625,-50067.7734375, -47488.08984375,0
29406.15625,-12668.1865234375,-21793.77734375,-35029.9453125,-15974.3671875,-38535.2578125,-48865.2734375, -47474.5703125,0
28201.150390625,-13411.29296875,-23784.9375,-35453.9140625,-17148.771484375,-39112.78125,-50435.39453125, -49226.54296875,0
26733.447265625,-13629.892578125,-26805.150390625,-35420.31640625,-17571.48828125,-39177.98046875,-52574.74609375, -50296.9453125,0
26946.615234375,-13067.701171875,-26727.3671875,-34995.07421875,-16670.2890625,-38657.140625,-52368.2578125, -49241.02734375,0
28576.16796875,-12482.443359375,-23655.677734375,-34765.34375,-15683.5927734375,-38260.46484375,-50072.53515625, -47478.1015625,0
29445.986328125,-12666.509765625,-21743.59765625,-35041.94921875,-15974.3896484375,-38545.8515625,-48848.484375, -47460.95703125,0
28277.9296875,-13398.91015625,-23700.626953125,-35444.97265625,-17142.693359375,-39110.8359375,-50405.8671875, -49204.1015625,0
26799.5859375,-13623.4326171875,-26746.90234375,-35420.83203125,-17555.865234375,-39181.06640625,-52568.0859375, -50300.09765625,0
27026.208984375,-13040.8349609375,-26723.5,-34978.73828125,-16680.234375,-38653.25,-52396.2890625, -49259.9140625,0
28636.02734375,-12453.296875,-23647.810546875,-34725.46875,-15678.720703125,-38235.921875,-50099.9140625, -47470.2109375,0
29469.5234375,-12679.294921875,-21693.955078125,-35045.9921875,-15957.044921875,-38539.8828125,-48837.82421875, -47427.2265625,0
28335.642578125,-13413.37109375,-23620.00390625,-35457.0625,-17127.5390625,-39113.9453125,-50357.85546875, -49172.98828125,0
26842.1875,-13646.208984375,-26694.3984375,-35436.9921875,-17576.427734375,-39198.1640625,-52538.19921875, -50302.890625,0
27047.01953125,-13063.2763671875,-26699.650390625,-34997.625,-16702.162109375,-38665.9921875,-52389.3359375, -49267.0,0
28633.544921875,-12482.1083984375,-23676.353515625,-34750.5703125,-15718.037109375,-38259.0546875,-50137.66796875, -47504.765625,0
29522.318359375,-12657.837890625,-21676.07421875,-35027.171875,-15950.451171875,-38520.01171875,-48847.03125, -47411.9609375,0
28421.896484375,-13392.2041015625,-23524.943359375,-35443.7421875,-17098.123046875,-39089.37890625,-50315.7421875, -49131.125,0
26919.234375,-13634.720703125,-26600.185546875,-35425.30078125,-17560.291015625,-39176.03515625,-52503.0625, -50282.44140625,0
27044.873046875,-13110.1474609375,-26690.12890625,-35034.50390625,-16728.359375,-38692.97265625,-52404.984375, -49307.58984375,0
28647.60546875,-12494.6025390625,-23686.27734375,-34752.40234375,-15711.3984375,-38259.34765625,-50153.37890625, -47515.26953125,0
29557.56640625,-12672.2099609375,-21633.6953125,-35044.33984375,-15935.005859375,-38527.1875,-48810.19921875, -47388.53515625,0
28478.4921875,-13398.9541015625,-23430.037109375,-35440.32421875,-17090.6796875,-39098.18359375,-50237.33203125, -49094.22265625,0
26953.521484375,-13649.673828125,-26539.947265625,-35422.23828125,-17571.7578125,-39193.47265625,-52456.99609375, -50278.640625,0
27075.091796875,-13101.51953125,-26695.671875,-35015.55078125,-16738.23828125,-38693.59765625,-52410.953125, -49327.73046875,0
28626.34765625,-12513.9150390625,-23733.5078125,-34756.62890625,-15731.5380859375,-38272.9375,-50188.5390625, -47548.28515625,0
29531.19140625,-12682.9833984375,-21655.197265625,-35027.10546875,-15930.06640625,-38522.08984375,-48835.8125, -47396.2265625,0
28466.0859375,-13412.65625,-23407.908203125,-35455.609375,-17085.47265625,-39094.40625,-50227.65625, -49089.2578125,0
26969.14453125,-13657.6083984375,-26515.29296875,-35435.8515625,-17575.646484375,-39193.31640625,-52435.44921875, -50289.99609375,0
27075.16015625,-13091.4619140625,-26735.345703125,-34986.11328125,-16733.90234375,-38673.75,-52434.0859375, -49349.703125,0
28564.1875,-12533.2041015625,-23808.98828125,-34760.359375,-15738.6904296875,-38270.41015625,-50232.8203125, -47576.42578125,0
29509.734375,-12694.1591796875,-21673.97265625,-35047.15625,-15935.876953125,-38527.5234375,-48815.671875, -47396.26953125,0
28500.306640625,-13392.13671875,-23373.8671875,-35432.65625,-17054.0234375,-39079.5234375,-50167.39453125, -49066.03515625,0
26976.521484375,-13640.5322265625,-26504.005859375,-35409.56640625,-17568.26953125,-39182.05078125,-52406.66015625, -50289.92578125,0
26995.341796875,-13123.46875,-26809.912109375,-35008.6875,-16770.537109375,-38695.09375,-52474.296875, -49400.21484375,0
28498.4296875,-12537.96484375,-23897.234375,-34756.60546875,-15746.3125,-38267.1015625,-50281.0078125, -47599.8515625,0
29467.064453125,-12668.208984375,-21722.318359375,-35013.046875,-15900.0703125,-38500.140625,-48852.59765625, -47373.5625,0
28475.876953125,-13377.7421875,-23354.80078125,-35422.84375,-17031.962890625,-39065.57421875,-50170.3671875, -49022.4921875,0
26965.525390625,-13635.9052734375,-26488.626953125,-35410.05859375,-17564.939453125,-39180.21484375,-52411.28515625, -50269.9453125,0
26976.56640625,-13128.8779296875,-26852.021484375,-35016.66796875,-16801.896484375,-38707.43359375,-52529.640625, -49430.5234375,0
28504.375,-12511.947265625,-23947.615234375,-34728.62109375,-15742.2666015625,-38254.09375,-50346.03125, -47616.14453125,0
29524.150390625,-12620.4658203125,-21659.755859375,-34981.328125,-15855.9248046875,-38471.3984375,-48831.41015625, -47325.7734375,0
28519.595703125,-13376.8037109375,-23244.31640625,-35440.16796875,-17031.60546875,-39074.55859375,-50109.83984375, -48996.1171875,0
26945.69921875,-13688.029296875,-26439.521484375,-35460.23828125,-17588.54296875,-39223.7109375,-52390.296875, -50303.671875,0
26986.400390625,-13134.935546875,-26844.6015625,-35025.3828125,-16799.90625,-38721.359375,-52521.14453125, -49465.59375,0
28520.9609375,-12495.876953125,-23954.85546875,-34721.08984375,-15749.240234375,-38258.20703125,-50354.32421875, -47639.7265625,0
29543.9765625,-12606.115234375,-21671.40234375,-34977.39453125,-15861.625,-38476.8515625,-48851.9296875, -47336.45703125,0
28584.484375,-13344.9521484375,-23177.75390625,-35420.5859375,-17000.736328125,-39058.15234375,-50082.45703125, -48971.30859375,0
27043.46484375,-13636.12890625,-26344.681640625,-35432.140625,-17567.21875,-39200.17578125,-52359.1640625, -50291.69140625,0
26975.404296875,-13153.107421875,-26834.923828125,-35038.4375,-16826.416015625,-38735.75390625,-52565.15625, -49500.328125,0
28478.984375,-12532.5341796875,-23989.94921875,-34740.46875,-15770.6083984375,-38274.25390625,-50415.4765625, -47664.6015625,0
29566.865234375,-12612.5751953125,-21648.021484375,-34985.015625,-15844.50390625,-38474.97265625,-48841.78125, -47313.5234375,0
28649.99609375,-13336.3916015625,-23093.822265625,-35414.3046875,-16981.71484375,-39050.3515625,-50017.86328125, -48927.5,0
27039.708984375,-13677.7919921875,-26316.02734375,-35448.90625,-17602.625,-39219.93359375,-52336.140625, -50299.8515625,0
26954.416015625,-13184.6455078125,-26865.880859375,-35048.83203125,-16853.908203125,-38749.96875,-52577.6953125, -49527.53125,0
28499.45703125,-12508.3935546875,-24034.80859375,-34714.0234375,-15759.8125,-38255.27734375,-50433.15625, -47680.6953125,0
29543.484375,-12604.23828125,-21659.48828125,-34960.140625,-15826.287109375,-38452.8671875,-48850.67578125, -47309.74609375,0
28674.11328125,-13317.68359375,-23034.90234375,-35396.04296875,-16958.42578125,-39028.76171875,-49983.6875, -48887.578125,0
27071.94140625,-13680.6083984375,-26258.78515625,-35456.66015625,-17600.099609375,-39222.59375,-52296.46484375, -50278.953125,0
26955.33203125,-13199.822265625,-26895.318359375,-35051.46875,-16876.326171875,-38760.76171875,-52602.08203125, -49557.19140625,0
28406.765625,-12572.431640625,-24133.447265625,-34746.9921875,-15795.150390625,-38288.16015625,-50507.27734375, -47729.24609375,0
29525.513671875,-12623.6845703125,-21670.330078125,-34973.9296875,-15821.212890625,-38462.30078125,-48843.0078125, -47286.7265625,0
28731.333984375,-13300.583984375,-22981.99609375,-35377.71484375,-16929.703125,-39022.94921875,-49939.2734375, -48851.01171875,0
27109.73828125,-13674.2158203125,-26193.740234375,-35448.28125,-17572.248046875,-39220.58203125,-52254.33203125, -50261.85546875,0
26974.30859375,-13211.9150390625,-26866.4609375,-35062.890625,-16874.404296875,-38773.16796875,-52584.71484375, -49577.15234375,0
28439.890625,-12569.302734375,-24127.388671875,-34754.66015625,-15807.98046875,-38296.33984375,-50504.81640625, -47745.984375,0
29574.12890625,-12614.36328125,-21649.318359375,-34965.75,-15813.703125,-38454.74609375,-48833.578125, -47276.53125,0
28767.9921875,-13302.439453125,-22914.62890625,-35374.62890625,-16909.7421875,-39010.9921875,-49896.9375, -48817.6640625,0
27109.669921875,-13722.1162109375,-26181.6484375,-35490.2109375,-17619.857421875,-39249.23828125,-52250.7578125, -50278.26171875,0
26946.81640625,-13254.830078125,-26906.94140625,-35082.0,-16900.556640625,-38782.421875,-52614.75390625, -49609.29296875,0
28441.1640625,-12567.55859375,-24182.62109375,-34719.9921875,-15787.9091796875,-38270.23046875,-50537.60546875, -47752.98046875,0
29607.09765625,-12586.625,-21651.107421875,-34937.1640625,-15778.119140625,-38428.66015625,-48819.6953125, -47244.2578125,0
28722.4609375,-13367.6171875,-22916.39453125,-35437.5078125,-16934.44140625,-39054.84375,-49879.5703125, -48823.00390625,0
27149.994140625,-13693.55078125,-26156.50390625,-35443.40625,-17586.6875,-39223.5546875,-52215.84375, -50253.1796875,0
26975.3359375,-13208.673828125,-26921.693359375,-35038.05859375,-16899.23828125,-38768.67578125,-52623.62890625, -49609.046875,0
28379.09375,-12584.859375,-24268.875,-34740.82421875,-15821.1904296875,-38294.59375,-50603.09765625, -47795.25,0
29526.51953125,-12631.015625,-21718.720703125,-34964.6328125,-15785.673828125,-38448.77734375,-48866.0546875, -47267.1875,0
28769.9140625,-13319.3818359375,-22874.39453125,-35388.53515625,-16891.1015625,-39019.6640625,-49849.2421875, -48774.546875,0
27188.953125,-13685.8837890625,-26088.8671875,-35458.31640625,-17581.234375,-39228.2734375,-52165.10546875, -50229.109375,0
26945.83203125,-13246.068359375,-26945.744140625,-35075.51953125,-16926.349609375,-38797.0859375,-52636.92578125, -49645.55078125,0
28328.01953125,-12613.693359375,-24332.154296875,-34771.69140625,-15842.916015625,-38317.9296875,-50642.4140625, -47829.984375,0
29540.35546875,-12597.0859375,-21747.443359375,-34937.49609375,-15773.4921875,-38433.35546875,-48880.0, -47260.91015625,0
28788.3984375,-13299.5341796875,-22839.728515625,-35379.7734375,-16866.26953125,-39004.33203125,-49816.80859375, -48750.94140625,0
27184.7734375,-13696.6123046875,-26063.05078125,-35465.66796875,-17590.935546875,-39236.09765625,-52141.45703125, -50238.49609375,0
26931.52734375,-13254.1376953125,-26963.4453125,-35078.984375,-16947.740234375,-38807.48046875,-52644.28125, -49668.52734375,0
28270.888671875,-12645.2978515625,-24385.88671875,-34787.91796875,-15873.1357421875,-38336.90625,-50670.5546875, -47863.3984375,0
29540.310546875,-12586.3115234375,-21769.75,-34927.57421875,-15762.875,-38427.921875,-48883.7578125, -47252.01171875,0
28845.955078125,-13262.4521484375,-22769.296875,-35364.05859375,-16836.02734375,-38990.515625,-49754.69140625, -48700.09375,0
27173.640625,-13713.130859375,-26034.91015625,-35488.46875,-17600.14453125,-39259.65625,-52121.0703125, -50248.77734375,0
26874.015625,-13278.0537109375,-27032.87109375,-35091.8828125,-16976.57421875,-38826.41015625,-52691.95703125, -49724.98828125,0
28275.470703125,-12598.716796875,-24468.544921875,-34744.98046875,-15860.328125,-38309.4609375,-50726.16796875, -47884.25390625,0
29507.56640625,-12579.986328125,-21792.927734375,-34925.31640625,-15746.3349609375,-38418.08984375,-48895.08984375, -47246.58203125,0
28784.041015625,-13309.3681640625,-22780.384765625,-35395.3046875,-16837.345703125,-39011.953125,-49754.91796875, -48712.1640625,0
27170.04296875,-13725.4912109375,-26019.12890625,-35495.21875,-17597.73046875,-39260.7734375,-52091.72265625, -50234.00390625,0
26836.689453125,-13301.9697265625,-27060.921875,-35102.09765625,-16994.412109375,-38839.30859375,-52694.1484375, -49741.16796875,0
28193.998046875,-12640.939453125,-24549.166015625,-34778.62109375,-15884.982421875,-38336.9296875,-50765.328125, -47927.52734375,0
29483.1796875,-12578.6005859375,-21836.06640625,-34919.81640625,-15738.220703125,-38421.91015625,-48906.66796875, -47241.05859375,0
28841.08203125,-13252.4833984375,-22750.298828125,-35348.58984375,-16807.013671875,-38985.93359375,-49730.8203125, -48658.8984375,0
